"","X4.1BB.CD137","ARG1","B7.H3","Bcl.2","Beta.2.microglobulin","CD11c","CD127","CD14","CD163","CD20","CD25","CD27","CD3","CD34","CD4","CD40","CD44","CD45","CD45RO","CD56","CD66b","CD68","CD8","CD80","CTLA4","EpCAM","ER.alpha","FAPalpha","Fibronectin","FOXP3","GAPDH","GITR","GZMB","Her2.ErbB2","Histone.H3","HLA.DR","ICOS","IDO1","Ki.67","LAG3","MART1","Ms.IgG1","Ms.IgG2a","NY.ESO.1","OX40L","PanCk","PD.1","PD.L1","PD.L2","PR","PTEN","Rb.IgG","S100B","S6","SMA","STING","Tim.3","VISTA"
"L10_ROI14_TME",57.84416862,357.4210363,2996.093826,222.9065194,4658.829168,490.813786,746.4141286,531.3599795,154.3486613,68.1351632,256.9497147,71.3216323,675.3526162,667.9391983,600.7957424,651.5353855,6833.83819,6157.428836,462.7696064,343.2119853,481.1243187,1087.984107,601.8199646,38.80664151,994.1133285,3538.769023,130.7265205,125.9468168,1642.998742,27.94663459,13858.3768,32.85639819,327.0357774,247.9105473,105481.8491,1482.179598,108.5838117,47.45562906,586.050194,45.82987952,84.21382615,81.84023182,55.89326917,99.86979422,129.9624182,1710.093426,86.31104306,55.32425683,60.16899046,79.69424243,72.62223193,131.2792753,129.3283759,24807.361,30411.61229,4528.80172,355.0311845,817.8495634
"L10_ROI15_Tumor",37.13713886,81.91903782,2564.998125,164.0859108,4289.568309,525.7726656,1577.279868,332.6519178,206.2941374,120.8100867,212.6997219,19.67429533,247.4919593,481.5626938,373.4875192,595.1474337,1262.07173,980.4738457,280.9687641,376.1946412,37.61374485,596.844151,198.4777991,16.54776002,192.3772424,7623.16032,176.592052,86.41819838,828.3602775,25.48888843,18796.65399,23.44901478,346.9691618,552.1957017,108377.0759,857.833592,82.54815773,48.23252634,1848.354292,28.29133166,93.54822401,113.8516392,58.64160119,96.1409606,133.1446498,14808.58663,54.6571751,29.81647083,48.09907666,68.86003365,64.41806581,89.94508272,272.6376914,32996.86261,13820.39177,2080.366089,150.2834012,161.6647523
"L10_ROI15_TME",59.31284473,81.34510815,2112.934516,470.2705717,3801.390093,947.1072557,1072.065665,1145.755495,764.7031427,157.4466621,232.8947167,64.24520879,993.5212683,2738.582335,1026.305152,487.0748404,6358.003982,6081.433726,486.1412699,441.096494,66.51689696,1281.838953,723.8438745,37.14054574,1044.71205,638.3288182,161.5543722,93.6060005,3736.64698,35.66239248,16189.51254,27.35361517,318.409773,221.8319064,84679.44849,3347.799314,143.8943306,169.5675189,370.8297556,33.48406135,63.62282846,95.58205802,43.62886061,101.2923975,127.2456569,696.0079146,77.65750474,60.10637964,52.34218512,78.94894391,104.2642635,144.0032471,337.9525151,27856.43624,81174.07803,2125.553277,602.0284859,761.1711344
"L10_ROI16_Tumor",40.99612821,54.6223905,1925.717951,152.6610742,3156.511192,253.7212972,1300.772679,190.0342887,141.3083002,106.4432567,195.0066277,16.39845128,180.8816648,412.1614321,280.8271451,375.9029602,1077.750808,679.1863029,179.1068771,293.2213234,56.67586382,455.8124079,135.7492546,12.73153463,162.6790905,7436.580315,126.9046516,64.0683678,760.753197,18.21724194,11968.02391,12.89287896,300.1591297,475.1443925,91015.36489,556.5646099,66.73788313,21.41479327,2201.411413,19.59600261,75.9785131,90.10347605,67.67661379,90.10347605,64.69907747,11100.09407,52.9502765,22.9402306,51.80619851,64.3323858,73.92503977,98.4787137,165.1872615,28154.92344,10291.49495,1369.901392,123.6044266,120.7882346
"L10_ROI16_TME",38.31539291,71.02789911,1312.885116,336.0862007,2859.873455,641.7393305,907.0238356,653.6759152,473.7397308,126.273754,171.4796535,68.85286546,841.4074203,947.8970681,719.3967322,356.1487112,6466.531666,4408.358217,408.8367265,346.3523596,51.48739674,1033.29759,667.1263234,30.20686743,1199.591963,477.689592,125.7517459,76.00437612,2061.201096,31.5814887,12017.07836,22.93355488,281.8321612,135.0260894,77176.44086,1906.251698,118.774238,59.26531709,361.177389,21.94173954,56.93368101,77.18759443,48.790355,70.19268619,87.94096083,438.3127826,60.97054348,40.00321903,43.90087934,55.36765678,77.72700278,159.4560675,402.8162333,26164.43688,57991.49558,2048.324897,315.3450798,872.5017014
"L10_ROI17_Tumor",34.10209884,59.9996723,3609.21859,140.478014,4141.109047,451.0312689,1163.508335,881.3227164,273.4696707,133.459554,177.0392942,14.03692007,293.9918655,748.4181104,443.6537249,1069.624191,3522.581414,1601.949901,250.1727359,306.6033309,39.35778286,595.948867,223.8834344,29.51017615,204.3949664,8156.190491,237.0280852,83.39453908,452.5546556,32.21962816,26236.97313,14.3415974,283.3172774,707.9177875,83258.09804,759.1035798,79.06376839,86.8221591,548.4083214,20.18487343,97.89935649,111.4030912,46.26742956,91.78404712,132.9807753,13754.95208,53.14443226,58.04103229,53.07914426,71.12039502,66.060575,116.5064366,375.4277645,24440.35618,6422.195609,1430.013952,106.4847285,148.1602354
"L10_ROI17_TME",41.00674898,72.80513473,1631.700662,459.3336855,3150.596454,744.2410248,708.5695104,1175.107215,857.1233576,271.1674156,207.0477718,57.4675455,1480.096726,2067.689065,1393.144989,410.5322652,7859.468735,8675.411053,616.4761953,312.8810106,76.41682714,828.9850784,748.0851049,43.06918995,976.1639649,499.7885136,98.56143987,81.39379738,1458.048942,22.19302684,13400.15348,28.93227059,306.0836699,145.9104369,68892.86817,2279.268397,153.501769,101.756771,398.6708089,33.04746972,53.67187948,74.34470334,71.82716976,87.00015102,131.6863722,481.9140252,67.85721295,45.42211557,46.41944619,45.79974561,69.88092264,112.4562887,1043.779107,22014.03988,58742.99579,2727.931613,365.8750925,948.9552366
"L10_ROI18_Tumor",37.68814469,128.5193915,2243.163962,148.4387848,4446.726449,304.9758485,1481.866405,283.9143903,82.83679185,98.54389348,343.3610978,24.23550902,228.6503103,281.3632841,344.3400107,622.4699159,3833.126077,1183.535299,257.3057592,269.6756579,265.8045026,920.7120306,139.7175612,27.35023172,3414.38869,8947.337601,66.43258563,85.56588222,614.460629,31.16205903,13715.97806,15.64777357,245.3956529,392.1287561,74979.1919,725.9083737,64.22261571,31.75533955,1103.531421,19.81556919,88.96241317,94.91005033,64.40059986,74.79784088,65.42400875,28021.54346,51.97137308,35.46334276,51.14078036,58.6754429,58.61611485,98.24725322,1361.534285,21784.86003,7246.105725,726.294006,138.4271761,112.4711536
"L10_ROI18_TME",51.95934791,252.8997744,3910.562652,310.2805348,4409.15023,1038.93827,808.8183752,515.9626249,399.3110704,137.2595537,274.3698943,42.77444723,1785.020789,1404.377946,1687.269572,481.9254388,5558.174674,8673.198925,844.7124366,400.0073986,944.5029009,1010.040649,809.6307582,57.56313209,1260.60275,3090.586446,124.8748591,127.0633192,3626.046261,42.75786799,11986.84251,26.2283626,571.7186195,216.9228169,79985.18232,3741.189105,208.0695011,90.34029572,624.5566673,34.43508794,85.88047932,67.89200055,73.49578472,121.6087482,140.1609213,2146.381972,77.45822382,65.57090651,65.53774802,72.71656029,75.02107508,120.3487258,1929.442576,24166.91609,92965.76808,3863.029962,644.4849175,397.4210366
"L10_ROI19_Tumor",41.47051853,125.8957946,2990.183097,206.6766026,5560.693951,518.8076493,1378.328967,278.1258093,83.11738228,62.26455954,412.1187887,24.46789984,189.2919026,226.0598818,276.7738292,899.9484602,3881.137951,1162.629367,293.1004579,252.1883659,205.5891404,948.2817471,383.5655578,17.10548674,2975.296621,12967.45788,82.77938727,107.4530232,894.0849815,16.50297389,19841.36532,18.01660373,201.5332003,487.6974126,55910.70885,641.8525294,55.82795886,44.43899647,480.8346443,33.19698843,60.83910231,129.8488667,48.70067272,73.19796343,61.44161516,41782.04706,42.54328531,40.35366544,66.48214948,92.2285522,53.03582614,94.96190317,942.5946136,18214.6982,13019.84711,1163.922565,225.0899831,162.3110833
"L10_ROI19_TME",52.77447255,1039.580572,2582.08583,265.5853463,4653.684333,972.4461943,645.1387697,510.3415413,199.1981213,59.38950485,241.2937814,42.22322268,560.983896,658.3506111,581.7766009,597.2663459,9248.452966,12563.45886,1014.031604,379.8632183,5361.565682,899.3892673,962.2411858,56.07287708,4363.588743,5374.467728,56.78358303,113.5853893,1265.00192,13.02960907,18914.74636,40.21866744,255.6901327,170.0409542,70152.61798,1523.170412,97.16625954,101.7220669,709.6854485,39.83597962,60.99314904,67.09793091,70.79724649,80.29154905,71.12526463,3439.142535,46.88836943,67.1526006,80.72890656,83.17081931,48.23688841,126.4145428,429.4668489,11396.78949,35602.04916,4419.042031,326.1958075,1123.935901
"L10_ROI20_Tumor",41.16224015,65.33184425,4145.996236,203.386849,3565.497041,763.1312279,1632.350018,267.4178216,120.7223682,65.52401848,421.8667658,31.57570298,276.4795753,736.7590116,340.6435916,1125.897029,5043.021158,1650.783961,304.5961423,281.4908877,95.15580529,643.6284269,492.4538359,25.81047631,428.8293857,9517.642706,96.56754669,76.63316679,1055.997351,19.62394462,27215.72814,15.71393833,286.2582867,433.020262,66845.8593,1170.171013,70.94185328,88.54057725,1733.914094,36.08440589,77.47577684,94.33536918,61.65836008,70.32837403,93.23406306,9697.355169,49.32225328,44.85789827,57.12748323,72.39055126,59.5740089,103.2419053,184.8420366,24326.41827,14602.66871,2616.97682,214.1486054,293.3169937
"L10_ROI20_TME",42.62640353,107.3553867,3213.808365,460.7454947,4159.913591,1455.289815,1171.508481,416.5044547,323.8243197,67.81473289,368.8547376,96.12469281,1303.011653,1728.342788,956.9053499,606.9597997,9111.716682,7329.265631,601.4700356,331.7898598,138.5716923,979.5820225,1996.264804,53.71357414,1085.538058,2098.7404,124.7216992,92.46485008,2856.363725,32.97446536,16601.19013,55.72289956,334.8756095,186.3290518,55942.09544,2784.422699,124.3628911,175.277762,790.7054331,47.0756241,37.92601728,102.7626429,45.10217949,82.48998461,115.0338802,1308.60906,72.12043021,70.00346236,121.7435919,95.51471902,82.02353406,129.5656087,457.6956258,23500.56777,63747.14062,5835.906275,572.7653868,960.9598816
"L10_ROI21_Tumor",40.6911948,84.19334133,3137.441986,160.2811788,3144.010361,333.9268319,1447.184692,227.5732282,65.12868395,57.51420714,332.4252856,17.00092067,212.8495342,192.6604961,275.3309421,763.3833244,8133.527948,1194.177688,297.6833455,295.0004878,73.90312313,570.7370609,406.314176,24.85023649,203.4844394,5459.252526,168.0379823,81.03368927,614.6234895,48.68995363,20295.02874,26.7645302,290.5171977,567.0436839,72365.06997,758.0887723,80.16549658,38.07238408,4389.311789,39.41025478,132.2570576,109.4634415,47.16705826,81.80225328,67.44860866,7663.992265,48.06371628,32.39354997,42.25678817,58.8663105,73.19148978,116.3093543,351.8315269,29501.94884,4439.211519,2499.277665,111.6268069,235.102309
"L10_ROI21_TME",54.75188873,112.3965441,2041.993447,668.0751402,4584.654305,572.1276613,1137.035561,529.9678157,341.427495,202.2829881,353.1930333,156.6388576,1627.549928,1277.071396,1421.223549,616.1674002,7419.168579,9595.161135,615.6569119,318.755335,150.9100452,668.828718,1345.501128,42.44345023,537.3901525,585.0681329,162.1975073,104.4069981,1656.388462,33.92721002,16179.66525,44.38006432,312.2729448,124.2674213,65295.93405,2223.062813,163.1131449,328.8840698,820.59768,52.54787604,64.94544741,101.4332016,44.44488822,92.62525382,56.46972215,542.5760647,63.85154406,52.1103147,52.70183281,76.27342439,103.81548,133.2050168,495.797516,27604.14881,36736.94536,9830.642065,497.1912299,1776.499051
"L10_ROI22_Tumor",60.44871945,141.4505601,2301.54603,145.3608019,3220.543291,444.4038454,2594.17405,247.3332273,126.4636193,65.75746403,255.7799061,16.6220063,171.6540467,357.7801624,264.4561898,596.9798086,3205.591139,1067.885631,287.8063167,246.4426384,139.1405952,625.6108492,312.4297074,14.46511139,301.6313174,5140.054527,79.22762066,92.99000177,577.7556129,35.52614658,8540.482855,26.16800574,239.8675878,512.6243442,69230.7467,622.0345783,69.10413001,34.7955854,1677.848555,41.07145383,120.1181736,93.35876122,60.42784627,91.53583713,73.2161458,6847.376008,39.15807931,31.1706104,51.80722433,87.32641319,61.52020918,106.446243,152.4368087,26877.17887,850.2201449,2804.749613,101.4366806,313.5151126
"L10_ROI22_TME",62.19469711,406.8352979,755.5431095,226.3298149,2043.008872,778.1507105,354.5897218,360.8269578,256.469053,51.69989717,140.8930065,16.99853026,505.6285476,766.8881532,608.9458556,235.8284338,1988.986668,3379.649181,416.105493,322.6928903,703.0564195,912.927038,467.9640177,20.5771682,835.7578984,818.4040424,35.74196377,108.7550611,882.1977054,18.79419433,4686.486543,18.15333896,223.182644,107.0926441,97806.32613,861.0367877,91.35678933,55.34198615,441.9046807,47.16314871,56.44603403,72.16285353,58.73027102,59.56782458,42.00458018,970.9530026,47.95628655,38.05158117,34.09223705,73.00040709,80.14499278,141.6924894,181.5460798,6641.158895,2400.872667,2180.443798,107.1370599,540.1903223
"L10_ROI23_Tumor",34.18120895,98.37144422,1959.004144,163.0804623,3470.80292,479.1433896,1588.220594,166.0104889,276.3066302,64.29253046,289.0423821,10.05415637,216.9534964,304.437809,287.6760106,587.1159686,2579.66563,963.2700166,277.8629786,266.8224042,101.5937429,716.0590627,331.8675351,12.75767226,393.5953789,4616.735622,204.0643017,67.00335315,680.4676415,41.78758742,16993.22675,28.07272441,316.8520617,849.0208967,80475.65964,764.6127467,56.98573078,62.88231812,2494.621789,37.27198521,66.93028515,92.66483366,57.61411555,83.52402725,79.43221942,14027.91554,46.9973356,20.06447195,39.9462739,72.9510881,74.27361884,112.4808744,177.9863336,25623.18557,8813.870966,3307.247516,167.8737229,266.3913031
"L10_ROI23_TME",55.77143864,130.522861,3360.391935,430.4132816,3954.947856,759.8169927,825.7044121,419.9801331,617.458768,76.17033059,262.2142347,58.00830568,1392.199336,2035.165066,1162.536525,424.9379653,3408.751665,6225.835305,554.4759371,299.5565598,239.261308,832.1646177,1393.10076,40.24691367,974.6563867,1548.663178,182.0709612,76.03678629,2342.817749,42.61732501,11534.42158,50.49643876,448.3082179,291.2267341,74079.56102,2034.080018,136.8662153,64.06787833,1196.273154,35.27238846,54.40260956,69.66004593,70.578163,98.07159593,123.3114688,1594.502259,49.66178688,63.91764099,39.3287966,82.53037792,118.4871809,122.1429562,413.8537883,19866.23382,58435.56398,7949.741992,834.8188107,819.0772762
"L10_ROI24_Tumor",55.35544039,81.46666464,7471.617652,170.9566286,5417.209249,856.5759601,1495.573177,453.0057773,161.318019,78.67981065,335.7626528,19.27721926,378.4973723,336.2419207,326.5411837,1715.752392,5485.531548,1857.225171,315.4736458,360.2674421,122.6393258,680.3385094,990.6289618,19.18846595,257.0562161,15673.88806,277.6558597,96.27959233,1422.937467,27.19401465,20991.45397,23.94564345,245.6869169,597.0169005,73705.4538,770.2012373,91.69992145,125.9231984,2210.454475,45.2730642,103.1934753,95.12579928,61.86105812,75.94620866,190.5001078,16256.57131,54.94717516,46.80849649,93.69687096,96.20858968,67.79865466,102.0485576,183.5773495,25375.26404,5448.45929,2162.039544,245.6780416,190.8551211
"L10_ROI24_TME",53.64057204,140.1969496,4881.668322,216.278064,4590.287437,554.737431,900.9177894,1169.963487,542.3507333,60.81973951,282.2150298,74.09442653,467.6994321,1026.605897,473.9003063,718.5187736,6724.215951,4841.678704,477.738226,1776.189245,364.2712584,854.8778035,1032.490708,21.28164109,528.9255396,2637.809746,155.1422605,114.5506155,3073.571666,23.05761963,14867.96553,28.29525124,213.0873229,201.5133611,51432.74475,1309.78417,90.28894266,257.3061783,540.5597041,40.57659434,58.33637969,96.05334757,70.51236812,86.51122561,158.3781536,1606.086623,47.19888718,51.11206022,65.25968585,128.8035958,73.32684258,88.66347078,168.1309849,24805.12231,24382.1685,3327.762357,634.6414144,929.739814
"L11_ROI01_Tumor",43,47,1096,161,2249,583,926,175,250,90,156,15,535,421,623,413,3546,1785,349,217,12,948,442,18,139,1107,120,55,591,53,6923,23,218,195,69164,10662,99,212,920,32,90,70,50,128,449,2433,49,16,19,46,103,102,482,17531,5035,5595,180,166
"L11_ROI01_TME",36,43,716,726,4392,1795,536,368,303,383,190,83,3593,1049,3621,1093,3749,10233,1247,260,14,1402,1961,52,105,109,43,42,666,42,5845,53,219,51,105546,6348,432,551,828,18,37,66,48,60,420,102,66,67,21,32,60,112,1657,14128,7576,4508,304,368
"L11_ROI02_Tumor",43,84,1606,153,2439,414,1623,201,436,101,269,17,346,480,733,525,10508,1716,286,241,14,1144,364,35,199,2167,215,55,823,53,9978,15,291,118,76450,15088,121,71,639,28,134,82,54,175,1643,2081,55,31,36,61,80,80,4774,17337,7383,7640,242,145
"L11_ROI02_TME",74,60,1749,861,5488,1021,645,442,431,605,225,94,2717,1585,3217,1509,5302,12297,1291,248,23,1363,1679,57,154,219,82,54,1264,36,10046,32,258,80,74385,7341,500,164,633,21,58,69,51,68,603,123,77,63,30,42,65,101,7151,13098,14095,7616,443,311
"L11_ROI03_Tumor",48,67,2262,99,2150,376,1243,233,668,85,188,13,261,404,420,369,10779,992,273,187,17,1184,289,31,305,2849,173,75,615,51,11540,23,321,162,50471,9642,101,61,1027,35,117,75,54,161,1307,3895,58,17,31,69,98,88,1774,20074,11507,7139,186,135
"L11_ROI03_TME",46,70,1213,809,4299,1265,562,675,386,496,214,91,2705,1578,2525,808,4489,9490,1112,264,27,1079,2332,43,212,118,79,54,1048,44,9782,43,278,78,67171,3639,301,183,350,35,43,79,46,64,424,98,76,40,15,54,79,99,1713,14555,18047,7116,370,313
"L11_ROI04_Tumor",72,92,1706,159,2345,451,1547,188,525,132,297,20,403,435,659,472,9808,1593,324,268,22,1346,390,23,217,2019,210,78,805,59,14764,34,333,149,78606,14998,123,59,784,29,122,82,43,178,1757,2855,59,32,44,55,98,100,3536,19301,8250,10639,281,156
"L11_ROI04_TME",55,72,1080,975,5683,1378,575,468,358,528,221,108,2817,1317,3147,1536,4767,12678,1101,251,34,1160,1924,46,208,173,73,47,858,37,11845,54,245,79,73257,7660,513,360,562,29,49,71,55,69,475,94,74,83,30,62,57,91,8134,14286,15901,10276,421,381
"L11_ROI05_Tumor",49,71,1477,152,1857,511,1480,146,388,78,282,12,284,429,603,495,6024,1448,274,224,19,959,263,24,277,1715,148,67,984,30,7903,17,273,125,80281,12202,103,41,1078,33,87,86,44,161,1511,2022,59,30,24,45,67,93,3109,20075,7125,7918,247,166
"L11_ROI05_TME",51,43,982,619,3896,1115,592,379,264,733,217,75,2162,857,2376,1215,3458,11642,901,230,20,921,1201,48,155,134,61,49,795,31,7522,37,227,47,83320,7310,500,60,3236,23,35,68,50,61,378,84,99,34,25,36,40,104,1830,14004,10331,8535,293,264
"L11_ROI06_Tumor",53,60,1484,77,1846,396,1154,133,532,52,256,11,131,306,492,423,5626,1060,217,198,19,1142,201,26,203,1544,103,62,962,38,8218,16,216,100,75153,11698,80,38,938,29,73,77,57,113,1360,1853,35,25,23,42,71,81,3881,17221,7362,7141,222,112
"L11_ROI06_TME",88,73,6320,242,4497,1792,1072,574,1935,73,406,45,806,3030,2161,1681,8852,6248,535,242,37,5929,996,62,388,779,107,182,4136,52,10481,63,243,136,59086,12778,419,97,1127,70,78,102,45,133,1989,324,86,70,28,73,96,76,10330,16265,49459,22149,1275,526
"L11_ROI07_Tumor",27,74,2705,88,2741,433,1411,160,684,106,295,15,209,319,399,590,8357,1208,185,191,20,1472,195,28,234,2896,218,84,794,47,14411,19,256,172,171116,11510,83,24,756,29,130,90,45,133,634,4347,44,32,22,52,78,87,2314,21503,7625,4282,258,120
"L11_ROI07_TME",38,75,4791,206,4310,1159,555,368,1178,52,189,46,890,1505,1250,971,5955,4743,320,169,16,3878,781,41,430,778,107,182,2689,41,9409,33,173,128,107887,6202,313,11,1088,11,45,64,61,74,586,401,46,43,28,54,53,91,3049,12053,29382,4266,823,271
"L11_ROI08_Tumor",23,59,1838,90,2435,432,989,152,449,82,292,13,154,377,260,413,4240,966,207,186,13,1520,186,18,224,1321,127,60,736,39,18173,19,227,95,191637,10693,51,23,636,17,82,105,44,95,1157,4484,50,18,17,40,54,77,854,18706,4791,3825,220,111
"L11_ROI08_TME",31,70,7871,178,5020,2030,599,459,1510,110,327,30,474,3181,1444,1506,8296,6168,409,167,56,7035,336,78,321,592,89,216,2209,42,13189,29,200,83,105009,8893,143,32,1236,23,61,68,57,78,1273,669,55,49,24,42,40,92,3690,12288,31874,5168,908,366
"L11_ROI09_Tumor",22,56,1521,89,2007,299,928,148,470,75,232,13,141,257,307,362,2224,859,190,175,17,1183,194,14,210,1141,100,72,958,35,11774,14,213,88,182325,5424,54,20,606,24,72,98,42,105,577,2728,32,16,15,45,43,85,1688,15059,5777,3282,235,74
"L11_ROI09_TME",32,105,4118,278,4272,1080,573,873,1571,109,291,78,947,1008,1229,1166,7633,5673,440,191,19,3339,776,66,554,296,87,157,4930,27,9299,26,193,130,139450,9565,284,63,703,43,47,60,59,79,731,304,62,38,21,38,47,101,1571,15690,30370,8656,770,397
"L11_ROI10_Tumor",27,76,1365,129,2388,512,1123,196,275,78,260,11,221,505,330,215,3969,1259,290,207,26,1102,265,22,218,6000,269,38,775,61,10356,12,297,132,158976,9850,61,28,950,35,120,87,48,98,228,5888,32,22,19,61,130,84,767,16343,8411,7695,176,121
"L11_ROI10_TME",42,72,4029,217,4564,3023,648,411,1430,86,254,17,587,1637,1416,619,5878,5910,464,219,46,5877,577,103,330,915,113,66,1688,38,6058,24,251,78,106188,8020,131,83,1187,41,82,87,55,104,1262,657,37,54,27,61,86,74,2416,14939,18420,7976,653,286
"L11_ROI11_Tumor",31,69,1953,118,2769,1328,798,211,370,91,299,9,200,414,528,231,2229,1882,297,159,14,2149,233,30,271,2566,146,62,648,44,7047,11,264,162,124871,7804,81,31,406,26,94,99,51,92,378,8795,44,26,22,52,102,71,574,19032,10676,6627,263,108
"L11_ROI11_TME",23,85,2141,220,2741,4485,367,293,472,56,219,22,701,2616,1060,489,2578,4177,508,184,34,3287,506,61,1178,514,85,32,1911,31,4412,19,213,87,106390,7072,136,32,565,21,38,64,62,74,748,956,42,28,22,33,62,89,667,10035,46624,4416,503,252
"L11_ROI12_Tumor",32,69,1177,165,2162,691,794,180,217,76,256,11,269,453,349,244,3457,1362,309,243,19,1055,260,28,272,5513,224,58,735,58,8584,20,280,111,205271,10324,76,32,556,32,119,86,46,125,250,6226,40,22,19,61,125,90,778,17495,9422,6695,169,125
"L11_ROI12_TME",30,73,2754,264,4056,3760,597,416,835,96,243,28,885,2260,1268,657,4730,5731,573,312,34,4493,729,76,779,1331,124,62,2687,44,5828,26,246,112,141296,8678,164,82,500,39,89,80,42,89,999,1289,58,74,28,89,80,105,1519,14869,42042,7348,559,340
"L11_ROI13_Tumor",53,77,2047,143,2610,642,1305,224,453,109,273,15,256,494,483,300,8066,1614,365,288,28,1695,140,28,201,2949,350,72,720,58,12980,20,350,167,83814,11742,111,44,834,33,165,86,46,176,726,8322,58,34,49,61,124,89,2525,26411,7513,6372,262,152
"L11_ROI13_TME",35,75,4207,283,5846,3372,963,659,1211,99,310,27,880,3053,1821,796,7251,6565,611,378,48,7486,412,105,520,856,239,112,2339,39,12280,38,326,149,53198,10642,167,106,681,32,160,78,56,146,1585,1336,52,100,59,85,107,81,4478,27688,27616,8319,883,405
"L11_ROI14_Tumor",40,64,2031,144,2631,816,1265,240,397,105,254,14,348,628,522,246,6174,1738,440,324,32,1412,202,36,220,3076,349,59,757,59,16307,29,344,197,89297,12903,100,40,1017,32,163,82,46,176,632,8263,38,23,36,42,138,93,1227,24383,8832,6992,226,205
"L11_ROI14_TME",65,98,3921,457,7081,3872,848,629,1020,144,274,60,1960,2955,2652,791,5989,8839,959,487,93,5254,828,71,501,704,173,94,1894,42,12128,53,349,124,79373,10600,294,182,952,46,123,69,42,173,1290,1045,55,108,75,88,135,122,4228,22983,31538,8472,791,547
"L11_ROI15_Tumor",50,58,1966,118,2227,789,1074,221,426,83,183,22,303,591,449,305,8790,1613,348,261,31,1402,204,27,205,1706,406,82,591,35,14108,17,312,132,82499,12675,82,48,496,36,153,84,52,163,839,7405,52,35,48,53,83,82,2890,24381,6133,5193,282,131
"L11_ROI15_TME",79,72,6024,356,5539,7160,837,1091,908,132,230,64,1627,3930,2407,1033,8774,10915,1010,297,78,7786,898,62,382,363,160,132,1772,40,13352,49,273,130,64596,23913,323,133,526,33,100,80,46,125,1767,880,91,67,75,69,82,96,2491,24429,22668,7574,1535,546
"L11_ROI16_Tumor",49,62,1762,113,2254,432,1230,169,463,83,252,15,226,346,387,360,7139,1186,217,250,24,884,134,18,227,1991,185,71,835,29,8188,14,258,142,82991,10111,64,37,1348,28,120,82,45,143,1046,5462,52,15,36,44,65,95,3295,26592,5220,4111,185,94
"L11_ROI16_TME",61,79,2414,372,4415,3401,596,1150,798,126,265,86,2112,958,1938,617,7663,9581,804,298,55,3576,917,47,210,236,84,155,1631,28,9085,47,270,75,74739,9828,369,127,580,39,69,67,49,73,1704,337,83,64,45,45,58,108,2330,17646,17695,12533,754,390
"L11_ROI17_Tumor",52,56,1674,170,7568,1373,888,246,274,99,219,19,359,1168,638,261,3155,2324,343,303,39,1728,182,34,253,2605,170,68,1081,54,6669,24,349,144,85947,9583,91,45,1006,33,134,75,44,113,700,8478,49,32,45,58,118,107,783,21211,12354,7562,330,167
"L11_ROI17_TME",57,89,3061,415,8270,8206,809,910,705,123,249,44,1364,4287,2261,577,5645,8656,954,364,60,8318,663,49,540,436,137,118,3638,53,6852,61,364,157,92328,22192,286,197,497,48,85,73,44,118,1993,1629,91,94,70,98,111,109,2342,23522,30205,6984,1472,424
"L11_ROI18_Tumor",38,57,1121,125,1587,510,1350,156,308,90,276,14,258,614,389,259,6278,1097,216,270,26,802,156,16,120,1376,209,65,770,38,8844,34,330,168,86358,11617,54,45,648,24,122,70,58,149,709,5383,39,27,36,76,83,87,1394,20762,5190,4776,158,136
"L11_ROI18_TME",72,72,2292,353,4615,5950,713,824,974,100,212,62,1492,2869,1819,626,5123,7993,710,333,58,4411,746,48,662,222,149,85,2963,24,7368,47,280,126,70029,14534,246,128,365,36,80,67,53,104,1654,447,70,76,56,66,72,100,2238,17728,29827,10924,876,433
"L11_ROI19_Tumor",46,64,1935,156,2849,671,1627,227,598,51,267,24,198,533,528,451,5759,1506,266,237,26,941,338,38,289,1254,198,106,838,37,15043,26,289,116,60779,9037,74,62,1231,32,115,111,32,151,1460,9017,44,31,50,54,75,99,5547,24864,8279,6307,267,155
"L11_ROI19_TME",61,85,4271,457,5745,3490,940,1092,964,89,329,113,1547,1770,1770,1002,10733,9152,631,256,56,3203,1774,59,388,344,171,163,2420,43,12609,71,281,142,56482,6165,303,115,699,43,79,75,48,93,1096,763,70,69,80,72,94,99,4406,25017,35827,16792,960,702
"L11_ROI20_Tumor",27,56,2663,178,2210,475,1112,161,563,34,187,31,270,558,409,334,7314,1360,295,192,42,1027,345,36,388,1729,346,63,919,34,12463,23,286,157,42636,5548,94,57,261,31,92,83,39,116,808,12740,25,49,72,50,90,111,1826,20581,17688,6042,320,138
"L11_ROI20_TME",45,81,2991,415,4780,2678,620,739,609,62,212,77,1663,1758,1632,750,6433,7315,741,242,68,2772,1988,44,672,187,188,110,2146,16,8664,56,240,101,40472,9075,219,137,380,48,53,79,39,77,848,530,57,75,64,74,86,115,2938,17726,43842,12213,753,440
"L11_ROI21_Tumor",52,53,1940,149,2526,576,1136,146,570,56,195,19,277,379,414,267,7778,1391,281,188,32,1176,349,33,230,2019,259,50,513,52,13668,18,255,172,51671,11865,73,56,1138,30,142,83,52,142,1008,8932,31,29,39,53,101,83,2763,21993,5528,6445,199,147
"L11_ROI21_TME",48,66,5670,350,5240,5603,762,636,1284,74,277,62,1528,2345,2095,879,8229,9012,774,243,47,4892,1565,88,347,368,148,81,1274,37,10679,45,250,81,48389,8088,251,121,1345,44,73,78,40,94,1151,833,62,82,77,73,100,114,2200,17570,19573,13251,1009,482
